payment_id,user_id,transaction_type,amount,currency,amount_usd,payment_method,status,transaction_date,processing_time_hours,fee_usd,exchange_rate,payment_provider
PAY_EF1385DD,USR_EDB88E07,Deposit,9986.35,GBP,9516.23,Wire Transfer,Completed,2021-12-06 00:00:00,41.9,0.15,1.376,Bank
PAY_66FA742F,USR_3D01EDD8,Withdrawal,2457.2,USD,1219.84,PayPal,Cancelled,2023-08-04 00:00:00,19.5,12.41,1.178,Stripe
PAY_2FFE1191,USR_224F49B7,Withdrawal,6692.52,USD,7577.17,Skrill,Cancelled,2024-03-16 00:00:00,22.8,6.18,1.3132,Stripe
PAY_983E4D2E,USR_BA92A018,Deposit,7645.88,USD,6104.24,Skrill,Pending,2020-10-14 00:00:00,10.2,32.18,1.0946,PayPal
PAY_7E8B081A,USR_1A083466,Withdrawal,1557.87,EUR,3218.98,Credit Card,Completed,2021-06-19 00:00:00,14.4,36.92,1.1003,Bank
PAY_F0AB9E7D,USR_340E177A,Deposit,2672.51,JPY,4380.99,Neteller,Failed,2022-03-06 00:00:00,40.2,42.5,0.8018,PayPal
PAY_BC5C6684,USR_AB100476,Withdrawal,5349.55,USD,9377.47,Neteller,Cancelled,2022-12-11 00:00:00,15.0,31.5,1.1202,Stripe
PAY_5025F849,USR_85DE8A93,Deposit,9247.64,USD,1848.19,Wire Transfer,Completed,2023-02-28 00:00:00,20.6,0.32,0.8761,Bank
PAY_E386A8D7,USR_AEE58744,Withdrawal,3071.1,EUR,3314.26,Credit Card,Failed,2022-10-24 00:00:00,27.7,22.19,1.0488,Crypto
PAY_F626F0E6,USR_F297AEFE,Withdrawal,4440.18,EUR,2443.96,PayPal,Completed,2024-08-23 00:00:00,70.6,0.18,1.0768,Crypto
PAY_FDA25A86,USR_24022FA4,Withdrawal,2180.64,AUD,8496.79,Credit Card,Completed,2022-08-18 00:00:00,27.2,11.36,1.3336,Bank
PAY_E0628A14,USR_27A0BB02,Withdrawal,3540.27,CAD,1317.9,Credit Card,Failed,2024-09-24 00:00:00,66.8,34.34,1.4024,Crypto
PAY_E3958EF5,USR_7D4B955D,Withdrawal,8526.13,JPY,9943.47,Bank Transfer,Pending,2024-02-06 00:00:00,45.0,49.53,1.1378,PayPal
PAY_66015A67,USR_121A444C,Deposit,7205.04,CAD,9407.15,Wire Transfer,Pending,2020-01-26 00:00:00,67.7,26.75,1.0287,Crypto
PAY_4D7EE4EE,USR_00B54083,Withdrawal,3955.79,USD,642.13,Bank Transfer,Completed,2022-06-25 00:00:00,45.3,1.46,1.0187,Crypto
PAY_8CCC7CEE,USR_D7132BC9,Withdrawal,6065.32,AUD,237.0,PayPal,Failed,2022-08-03 00:00:00,69.1,34.92,0.9063,Crypto
PAY_AC0E76B9,USR_674E7158,Withdrawal,6442.71,GBP,930.54,Neteller,Pending,2023-07-05 00:00:00,19.7,10.81,1.4986,Stripe
PAY_A39C46EB,USR_7C72066B,Withdrawal,1476.36,GBP,275.86,Wire Transfer,Completed,2021-12-08 00:00:00,36.7,7.76,0.9207,Crypto
PAY_73291E9F,USR_EDEC26A6,Withdrawal,4586.26,USD,5139.0,PayPal,Failed,2020-09-12 00:00:00,10.3,4.16,0.9956,Bank
PAY_71620A8B,USR_84A63BF2,Withdrawal,4831.9,USD,9754.17,Wire Transfer,Pending,2020-10-15 00:00:00,20.7,18.26,0.9015,Crypto
PAY_6B57C557,USR_AE69F593,Deposit,7710.58,CAD,5853.6,Neteller,Failed,2020-12-18 00:00:00,38.5,33.11,0.8624,Bank
PAY_14181AFF,USR_D958A6D9,Withdrawal,1883.74,CAD,6339.31,Skrill,Completed,2020-05-17 00:00:00,70.6,49.03,0.9534,PayPal
PAY_3498316A,USR_54CCD4DC,Deposit,8158.79,AUD,5977.93,Neteller,Cancelled,2023-11-15 00:00:00,39.3,17.6,1.2865,Stripe
PAY_8AAA4C92,USR_8C66CA0F,Deposit,5461.57,JPY,2660.09,Credit Card,Pending,2020-10-08 00:00:00,44.2,38.7,1.1056,Bank
PAY_7806FED3,USR_721AA0E9,Withdrawal,9759.0,AUD,4919.39,Neteller,Pending,2020-03-28 00:00:00,26.8,10.3,0.8076,PayPal
PAY_A2A74AF0,USR_6D859E05,Withdrawal,3923.14,CAD,5571.69,PayPal,Cancelled,2024-06-07 00:00:00,61.0,32.42,1.4913,Stripe
PAY_F9486CA4,USR_D7606CC5,Withdrawal,6310.41,EUR,535.48,Credit Card,Pending,2021-12-01 00:00:00,49.6,45.6,0.8997,PayPal
PAY_AEB6951C,USR_094C2458,Withdrawal,6191.23,JPY,9125.35,Skrill,Completed,2024-04-12 00:00:00,55.8,19.61,1.21,Crypto
PAY_CD1BAF7B,USR_7B854AE6,Withdrawal,7290.07,USD,3266.63,Bank Transfer,Failed,2024-03-22 00:00:00,65.9,27.02,1.0306,PayPal
PAY_5A202C70,USR_3CE4B41B,Withdrawal,8266.61,EUR,4792.12,Wire Transfer,Cancelled,2021-02-22 00:00:00,66.7,26.66,0.8723,Bank
PAY_F7B0856B,USR_A2232557,Withdrawal,8059.67,JPY,2236.25,Neteller,Cancelled,2022-06-02 00:00:00,9.9,6.54,1.0342,PayPal
PAY_A8004AA8,USR_77073F67,Deposit,6803.82,CAD,2486.81,Wire Transfer,Failed,2022-01-01 00:00:00,12.7,32.5,0.8956,Bank
PAY_D1108228,USR_6EF8074D,Deposit,3943.63,AUD,2407.47,Bank Transfer,Completed,2022-10-29 00:00:00,37.0,24.19,1.1888,Bank
PAY_C2F1F8F1,USR_84A83339,Deposit,2799.3,JPY,2805.83,Bank Transfer,Pending,2023-03-28 00:00:00,62.6,47.84,0.9659,Bank
PAY_4CCBCED4,USR_8C221F63,Withdrawal,633.57,USD,340.27,Neteller,Failed,2023-10-02 00:00:00,47.7,26.81,1.2951,Stripe
PAY_3BF358CC,USR_62A2DC75,Deposit,1720.62,EUR,2158.41,PayPal,Pending,2021-05-22 00:00:00,64.7,30.98,1.2066,PayPal
PAY_CFAFC859,USR_537A498C,Withdrawal,3495.39,AUD,7267.06,Credit Card,Cancelled,2021-11-19 00:00:00,35.6,35.07,1.4096,PayPal
PAY_A1E0B443,USR_1D0DF819,Withdrawal,9096.78,CAD,5983.88,Neteller,Completed,2020-07-15 00:00:00,27.7,46.45,1.278,Bank
PAY_5509F38D,USR_C742461F,Deposit,4050.05,EUR,6069.32,Neteller,Failed,2021-02-09 00:00:00,8.8,18.99,0.8177,PayPal
PAY_6D95A52C,USR_5A1F9841,Deposit,6389.9,AUD,1921.81,Neteller,Pending,2020-12-08 00:00:00,43.5,9.17,0.989,Bank
PAY_1FF86F62,USR_053715A7,Withdrawal,4257.74,EUR,9092.2,Wire Transfer,Pending,2022-03-29 00:00:00,14.1,8.68,1.4597,PayPal
PAY_87E33CC3,USR_416DD3A4,Withdrawal,4526.73,CAD,6003.95,Bank Transfer,Completed,2024-06-26 00:00:00,8.5,21.49,1.2095,Crypto
PAY_D7D1C5FE,USR_693A1D05,Withdrawal,9124.57,USD,5836.39,Skrill,Completed,2022-12-06 00:00:00,29.9,8.51,0.8835,Crypto
PAY_C4E19925,USR_54F63523,Withdrawal,621.89,EUR,3737.52,Skrill,Failed,2023-07-29 00:00:00,23.8,46.14,1.3675,Stripe
PAY_520655F0,USR_6A756383,Deposit,5547.09,CAD,6839.97,Wire Transfer,Cancelled,2024-10-19 00:00:00,53.1,17.03,0.8418,Stripe
PAY_53B3A6BA,USR_8D542F99,Withdrawal,4304.15,JPY,8751.81,Wire Transfer,Completed,2022-05-24 00:00:00,47.3,4.29,1.2968,Crypto
PAY_4AF62491,USR_47ECFF86,Deposit,6390.7,CAD,3516.62,Skrill,Completed,2024-08-17 00:00:00,3.3,18.39,1.4936,Crypto
PAY_803CA55B,USR_2920A6C0,Deposit,8657.04,EUR,2954.17,Wire Transfer,Failed,2024-11-19 00:00:00,3.1,35.5,1.1516,PayPal
PAY_E4977D1D,USR_55E290A3,Deposit,9366.98,AUD,9978.24,Skrill,Completed,2020-01-31 00:00:00,24.0,29.29,1.4819,Bank
PAY_E77C4E3C,USR_DB303FCE,Deposit,6081.39,EUR,6604.7,Wire Transfer,Pending,2021-06-16 00:00:00,54.5,6.93,1.0375,Crypto
PAY_84CB27A7,USR_CA039048,Withdrawal,6761.28,GBP,4963.46,Skrill,Cancelled,2022-07-05 00:00:00,24.5,18.06,1.3949,PayPal
PAY_BABB3CCD,USR_5D1CD566,Withdrawal,5033.0,CAD,9939.64,Neteller,Failed,2022-06-02 00:00:00,13.7,46.93,0.9646,Stripe
PAY_D21FBA58,USR_AD95471D,Deposit,5884.26,JPY,5034.77,Neteller,Cancelled,2021-11-29 00:00:00,53.8,42.4,1.4436,PayPal
PAY_E0E0F737,USR_03CA5F76,Deposit,9996.51,USD,1681.74,PayPal,Cancelled,2023-08-23 00:00:00,63.9,44.91,1.0012,Crypto
PAY_91197DC4,USR_753E5C7A,Withdrawal,7982.52,AUD,3217.13,Wire Transfer,Cancelled,2021-09-08 00:00:00,33.1,0.62,1.3153,Bank
PAY_5BB494A8,USR_63D0E9AB,Withdrawal,4130.2,EUR,1603.62,Neteller,Failed,2023-11-07 00:00:00,66.8,43.76,1.0946,PayPal
PAY_ECEF0582,USR_39497824,Withdrawal,1687.7,EUR,7169.24,Bank Transfer,Failed,2024-02-05 00:00:00,27.8,17.54,1.1572,PayPal
PAY_5E18A1FB,USR_667C83AE,Withdrawal,999.2,EUR,4681.21,Bank Transfer,Pending,2022-05-21 00:00:00,22.0,7.72,0.8952,PayPal
PAY_2999D8AE,USR_CAC0F0A5,Deposit,9524.94,EUR,6233.2,Skrill,Failed,2023-01-05 00:00:00,0.3,22.86,1.4083,Stripe
PAY_1E098423,USR_B8E9690F,Withdrawal,4069.88,EUR,4359.0,Skrill,Failed,2023-10-04 00:00:00,53.8,16.31,0.809,PayPal
PAY_74B11E68,USR_BABFC449,Deposit,9515.75,GBP,3228.63,Neteller,Cancelled,2023-03-22 00:00:00,39.5,11.96,1.3544,Bank
PAY_059FF2A6,USR_8B7A7819,Deposit,1255.37,USD,8646.03,Neteller,Completed,2024-02-15 00:00:00,11.5,11.44,1.1017,Stripe
PAY_A2579EDB,USR_291BA3E4,Withdrawal,2422.24,CAD,5230.96,Credit Card,Failed,2024-05-09 00:00:00,37.2,27.1,1.2013,Stripe
PAY_F895A273,USR_F4431DE1,Deposit,7817.57,AUD,5783.41,Bank Transfer,Completed,2022-01-21 00:00:00,50.2,37.56,1.3112,PayPal
PAY_E492B210,USR_1CB77479,Withdrawal,9237.83,USD,9530.88,Bank Transfer,Completed,2024-04-15 00:00:00,29.1,7.02,0.8583,Bank
PAY_22006667,USR_FFFAC7F8,Withdrawal,9108.86,GBP,8299.63,Skrill,Failed,2022-02-02 00:00:00,20.1,6.68,0.881,Stripe
PAY_0AB9AC27,USR_A9D4FC7D,Withdrawal,8886.03,GBP,6748.52,Wire Transfer,Pending,2020-01-11 00:00:00,28.6,8.12,1.1969,PayPal
PAY_243810EB,USR_E8717BBA,Deposit,2454.96,AUD,3597.77,Bank Transfer,Completed,2021-03-09 00:00:00,65.2,13.42,1.2981,Bank
PAY_35BE94B0,USR_64D099E4,Deposit,7993.8,CAD,7945.26,Bank Transfer,Cancelled,2023-06-24 00:00:00,64.3,12.6,1.3005,Crypto
PAY_7F80D2F4,USR_4DDEACDD,Withdrawal,926.05,CAD,1411.38,Credit Card,Completed,2022-01-13 00:00:00,23.1,8.24,1.1858,Bank
PAY_3D2A4A79,USR_3F05DEA1,Deposit,8898.72,AUD,2398.64,Skrill,Completed,2022-03-03 00:00:00,12.9,3.42,0.8802,Crypto
PAY_38972835,USR_2155E86D,Withdrawal,4166.1,AUD,5998.39,PayPal,Completed,2024-07-25 00:00:00,64.1,4.25,1.0187,PayPal
PAY_47F4B48F,USR_046F657C,Withdrawal,7688.95,EUR,7261.7,Wire Transfer,Cancelled,2021-06-09 00:00:00,57.5,32.41,0.9376,PayPal
PAY_BA63D282,USR_A107797D,Deposit,842.32,AUD,4971.31,Bank Transfer,Pending,2021-11-01 00:00:00,42.3,1.04,1.2954,Bank
PAY_E0413BF1,USR_54901969,Withdrawal,5489.35,AUD,5261.44,Skrill,Failed,2023-02-07 00:00:00,27.5,9.22,1.3956,Bank
PAY_9905C6FF,USR_B6B0C2FF,Deposit,4012.8,JPY,768.92,Bank Transfer,Pending,2021-06-25 00:00:00,40.0,11.87,1.407,PayPal
PAY_E0955014,USR_56F62A68,Deposit,642.21,GBP,9874.94,PayPal,Cancelled,2020-04-29 00:00:00,70.9,41.35,1.2939,Crypto
PAY_CF54B87B,USR_18773836,Withdrawal,4270.11,GBP,6453.2,Wire Transfer,Pending,2024-07-14 00:00:00,41.4,25.36,0.8412,Crypto
PAY_D438CBE7,USR_219F7E52,Deposit,583.95,CAD,5382.87,Bank Transfer,Completed,2024-05-19 00:00:00,50.5,48.36,1.0242,PayPal
PAY_C18C4BF5,USR_A553B94F,Deposit,1087.23,CAD,9661.8,Neteller,Pending,2021-06-26 00:00:00,23.5,2.69,1.2015,Bank
PAY_D67D54D1,USR_03CE08AF,Deposit,8040.95,JPY,6166.85,Bank Transfer,Cancelled,2021-01-01 00:00:00,62.8,23.82,1.0064,PayPal
PAY_D4D9989A,USR_BC1BD79E,Deposit,9416.43,JPY,5906.0,Wire Transfer,Pending,2021-01-29 00:00:00,68.2,39.17,1.3542,Bank
PAY_B9D5F115,USR_160D6641,Withdrawal,163.33,CAD,3152.76,Credit Card,Completed,2021-02-25 00:00:00,4.8,44.85,1.0059,Crypto
PAY_5C9633EA,USR_AE3ADBBE,Deposit,9577.65,EUR,9119.21,Credit Card,Pending,2022-08-23 00:00:00,39.8,23.28,0.9036,Stripe
PAY_264E1EE2,USR_78BE656E,Withdrawal,2034.85,USD,3826.45,PayPal,Failed,2021-11-11 00:00:00,33.3,34.04,1.0474,Crypto
PAY_1CF40704,USR_47ABA563,Withdrawal,9710.02,GBP,920.07,Credit Card,Completed,2024-04-23 00:00:00,21.0,19.59,1.4994,Stripe
PAY_C6A5D10F,USR_E16189A9,Withdrawal,8834.23,AUD,2525.92,Bank Transfer,Completed,2020-07-28 00:00:00,49.6,36.36,1.1726,Stripe
PAY_654D6A78,USR_0E7797E1,Withdrawal,1759.19,USD,3454.59,Wire Transfer,Failed,2024-04-01 00:00:00,37.3,22.36,1.3855,Crypto
PAY_6476D346,USR_82C0800B,Deposit,9416.75,AUD,8885.7,Bank Transfer,Cancelled,2023-05-05 00:00:00,7.6,48.44,1.0773,Crypto
PAY_8C5ADA03,USR_D3FF6001,Withdrawal,199.9,CAD,1667.72,Bank Transfer,Completed,2024-08-16 00:00:00,66.3,0.04,1.4195,PayPal
PAY_CA1F5F34,USR_FC0064A5,Deposit,6278.08,EUR,8455.28,Bank Transfer,Cancelled,2023-02-18 00:00:00,14.7,47.42,1.0067,Stripe
PAY_BBDB2E7C,USR_66EBE2D5,Withdrawal,3248.13,EUR,5426.07,Skrill,Failed,2021-11-25 00:00:00,34.6,35.52,1.149,Stripe
PAY_560FF467,USR_D661DDA1,Withdrawal,1819.89,GBP,6327.06,Wire Transfer,Pending,2024-08-21 00:00:00,19.9,36.2,1.1826,Stripe
PAY_9A439E34,USR_6ECC49A6,Withdrawal,1230.1,JPY,6275.07,Wire Transfer,Cancelled,2020-12-08 00:00:00,22.6,0.26,1.2349,Bank
PAY_3E31521A,USR_5A79AD34,Deposit,3327.41,GBP,1502.21,Bank Transfer,Failed,2022-01-22 00:00:00,33.7,11.37,1.228,PayPal
PAY_BF3D9756,USR_563EC245,Withdrawal,1870.57,CAD,980.77,Credit Card,Completed,2023-11-24 00:00:00,60.3,13.52,0.9236,Bank
PAY_369FAB17,USR_D07182D8,Deposit,9491.2,JPY,3029.67,PayPal,Failed,2023-09-01 00:00:00,51.1,4.18,0.9007,Bank
PAY_3E12D8E4,USR_F9D06081,Withdrawal,5126.7,EUR,1470.13,Skrill,Pending,2020-06-07 00:00:00,56.6,10.13,1.2632,PayPal
PAY_7EDBF102,USR_60491DF9,Withdrawal,5327.84,JPY,5526.85,PayPal,Cancelled,2021-12-05 00:00:00,62.4,41.91,0.8416,Bank
PAY_04E54987,USR_F25D2E38,Withdrawal,8601.39,EUR,9550.35,Bank Transfer,Pending,2022-06-11 00:00:00,51.8,23.35,1.2425,Bank
PAY_9F902691,USR_09917552,Withdrawal,1593.43,EUR,9682.86,Wire Transfer,Completed,2021-09-16 00:00:00,35.7,48.82,1.3442,Bank
PAY_E9167E92,USR_3D7FCFAA,Deposit,8750.18,AUD,8134.3,Wire Transfer,Completed,2023-02-05 00:00:00,61.2,25.85,1.3353,Bank
PAY_F494921D,USR_D08EBDD9,Withdrawal,9501.95,USD,3640.52,PayPal,Completed,2022-03-17 00:00:00,13.9,13.42,1.4464,Crypto
PAY_F0DFCF9B,USR_B9BE85C4,Deposit,1226.94,CAD,5493.62,Bank Transfer,Completed,2022-06-21 00:00:00,2.0,31.25,1.309,Crypto
PAY_D15899DC,USR_5E65C864,Deposit,5780.19,EUR,5897.52,Bank Transfer,Completed,2021-11-19 00:00:00,48.5,7.35,1.3751,Crypto
PAY_F7196DCA,USR_9086BB60,Deposit,2602.0,JPY,904.82,Neteller,Completed,2022-01-31 00:00:00,21.0,46.26,1.3349,Bank
PAY_FE5C3432,USR_D32D201A,Withdrawal,985.63,USD,8535.35,Credit Card,Pending,2021-06-05 00:00:00,44.7,27.22,0.9922,Stripe
PAY_4E9E2DA8,USR_D98728D4,Withdrawal,3450.09,CAD,2550.6,Credit Card,Pending,2024-10-25 00:00:00,63.2,5.16,1.4469,Crypto
PAY_18FA1665,USR_B2443C3B,Deposit,6076.23,AUD,8486.98,Skrill,Failed,2024-09-10 00:00:00,31.5,26.16,1.0616,PayPal
PAY_B6A1D6A1,USR_C64FAC0A,Deposit,9723.78,USD,3225.15,Bank Transfer,Pending,2020-05-22 00:00:00,22.6,40.87,0.8657,Bank
PAY_111943BA,USR_56C5458F,Withdrawal,2282.72,AUD,2261.06,PayPal,Failed,2022-01-20 00:00:00,52.3,18.6,1.4512,Bank
PAY_82C30FB2,USR_A0819D11,Withdrawal,3313.32,EUR,5746.05,PayPal,Cancelled,2021-07-29 00:00:00,49.0,36.96,0.9602,Stripe
PAY_79426AD1,USR_DECC7C96,Deposit,6913.05,JPY,412.06,Credit Card,Pending,2023-10-08 00:00:00,32.7,16.62,0.9886,PayPal
PAY_B3836BC6,USR_D3482991,Withdrawal,841.87,CAD,7101.94,PayPal,Pending,2020-09-11 00:00:00,21.6,22.03,1.4117,Bank
PAY_03A61BA5,USR_90D3E362,Withdrawal,4378.08,EUR,8010.57,Bank Transfer,Failed,2024-02-14 00:00:00,56.0,16.8,0.9319,PayPal
PAY_689C8FFB,USR_C97F2E86,Withdrawal,3708.04,GBP,1429.49,Bank Transfer,Pending,2024-05-12 00:00:00,67.5,11.71,1.1589,Bank
PAY_EFC713BC,USR_C3D662E1,Withdrawal,4677.75,USD,2663.52,Wire Transfer,Cancelled,2021-02-02 00:00:00,41.8,10.53,0.9413,Stripe
PAY_42EA2DAE,USR_6BCF4C60,Deposit,4681.59,CAD,5962.97,Skrill,Pending,2023-04-02 00:00:00,64.6,40.09,1.1759,Stripe
PAY_9CBAD634,USR_FE670705,Withdrawal,9606.02,AUD,2856.3,Credit Card,Cancelled,2023-11-22 00:00:00,69.1,36.25,1.3993,Bank
PAY_84FF3012,USR_D09C5F8D,Deposit,7385.92,AUD,2582.26,Skrill,Cancelled,2022-04-30 00:00:00,30.4,48.01,0.9502,PayPal
PAY_2FB186E7,USR_7FC36377,Deposit,2497.98,GBP,3712.88,Skrill,Failed,2023-06-09 00:00:00,57.6,1.59,1.2102,Stripe
PAY_F7C26C79,USR_DC5489C0,Deposit,1397.49,AUD,5881.81,Credit Card,Completed,2024-05-18 00:00:00,35.4,36.51,1.4773,Bank
PAY_F8DD8164,USR_ED13878C,Withdrawal,2877.53,EUR,8678.35,Bank Transfer,Completed,2023-06-23 00:00:00,13.5,12.37,1.2316,Stripe
PAY_1E3D396F,USR_785148E9,Withdrawal,7843.92,AUD,5030.22,Bank Transfer,Cancelled,2021-06-13 00:00:00,38.9,32.08,1.3256,Stripe
PAY_CB0511D3,USR_8360E1D0,Deposit,2397.21,JPY,5848.39,Skrill,Completed,2023-08-04 00:00:00,38.3,8.04,1.0702,Stripe
PAY_40ECC849,USR_5B7C1F82,Withdrawal,438.7,USD,4421.97,PayPal,Completed,2023-04-01 00:00:00,48.8,9.32,1.1627,PayPal
PAY_AA35D96D,USR_B5BC7684,Deposit,8204.65,GBP,4035.28,Wire Transfer,Cancelled,2024-12-04 00:00:00,62.4,22.74,1.3779,PayPal
PAY_2D454E78,USR_72D503E9,Deposit,9002.91,JPY,1790.51,Skrill,Pending,2024-08-29 00:00:00,8.7,43.3,1.0171,Bank
PAY_B7820B80,USR_D2858E6F,Withdrawal,8315.66,AUD,8931.55,PayPal,Completed,2024-03-08 00:00:00,7.3,10.96,1.4271,PayPal
PAY_EE16CB84,USR_3712E0D9,Deposit,2270.92,AUD,7968.44,Credit Card,Cancelled,2021-03-21 00:00:00,60.7,24.11,1.3537,Crypto
PAY_DD38CF2A,USR_A4FE26FF,Deposit,971.48,CAD,2800.72,PayPal,Cancelled,2021-06-03 00:00:00,25.5,25.59,1.0034,Stripe
PAY_58065563,USR_2CCE5CF3,Withdrawal,4452.09,CAD,363.6,Neteller,Completed,2021-12-15 00:00:00,29.4,30.98,1.4102,Crypto
PAY_7E4D8716,USR_93503588,Deposit,3672.39,AUD,5443.01,Credit Card,Failed,2024-04-25 00:00:00,2.3,31.04,1.3034,Bank
PAY_4F2068E3,USR_241FF623,Deposit,337.57,JPY,6558.22,Bank Transfer,Completed,2024-02-18 00:00:00,5.3,1.21,1.3349,Stripe
PAY_7BA6FF60,USR_D31A453F,Withdrawal,1839.2,GBP,6784.96,PayPal,Cancelled,2022-03-22 00:00:00,17.2,25.04,0.971,Bank
PAY_C917C953,USR_D7F38EEC,Deposit,9222.77,GBP,4539.54,Neteller,Cancelled,2023-09-05 00:00:00,61.5,15.13,0.8022,Bank
PAY_BD55C938,USR_FA8C057A,Withdrawal,8361.39,JPY,108.81,Wire Transfer,Pending,2021-01-18 00:00:00,71.5,35.16,1.2935,PayPal
PAY_61DD4666,USR_AE9AFDCF,Withdrawal,3675.89,GBP,5041.63,PayPal,Completed,2021-05-14 00:00:00,27.4,41.19,1.2471,Crypto
PAY_7F18DBB7,USR_1CFB63B1,Deposit,7856.01,GBP,3019.9,Neteller,Completed,2022-11-10 00:00:00,55.0,40.15,1.4129,Stripe
PAY_9B584E18,USR_9CCE4B7A,Deposit,6617.88,EUR,8872.98,Neteller,Completed,2021-10-15 00:00:00,57.7,15.92,1.4552,Crypto
PAY_A849D216,USR_89663793,Deposit,229.99,EUR,707.93,Skrill,Failed,2024-05-14 00:00:00,49.5,3.42,1.1964,PayPal
PAY_F78B9457,USR_7DFD3D54,Withdrawal,7848.26,GBP,1471.55,Skrill,Completed,2021-05-26 00:00:00,47.6,25.49,1.2315,Bank
PAY_BF1269AC,USR_9661ABB3,Withdrawal,9680.33,CAD,1011.55,Bank Transfer,Cancelled,2021-04-30 00:00:00,26.3,18.27,0.9444,Stripe
PAY_C912FDBE,USR_1279B271,Withdrawal,939.23,CAD,7696.38,Wire Transfer,Completed,2024-09-11 00:00:00,59.0,11.65,1.005,PayPal
PAY_616AA3E2,USR_A02AF2BA,Withdrawal,7245.05,CAD,5248.17,PayPal,Cancelled,2024-06-23 00:00:00,69.5,26.9,1.2815,Bank
PAY_966E5DA2,USR_9A5B9845,Deposit,6675.15,USD,3858.87,Wire Transfer,Completed,2020-05-08 00:00:00,67.1,10.8,1.0365,Stripe
PAY_0D4F29E6,USR_6ECE6F54,Withdrawal,3155.5,USD,4503.35,Wire Transfer,Cancelled,2022-09-12 00:00:00,25.1,41.3,1.2336,Crypto
PAY_F7FADB16,USR_470CA286,Withdrawal,9212.04,GBP,3610.61,Wire Transfer,Completed,2024-09-06 00:00:00,19.4,28.23,1.2997,PayPal
PAY_99CEFB96,USR_13B1AD9E,Deposit,3071.87,CAD,1741.08,Credit Card,Cancelled,2024-07-02 00:00:00,4.6,22.77,1.3548,PayPal
PAY_835F1154,USR_F7343209,Withdrawal,8256.28,JPY,9487.4,Bank Transfer,Pending,2023-10-27 00:00:00,45.9,30.77,0.8243,Bank
PAY_021292F5,USR_0EF74EBF,Deposit,534.05,USD,9630.87,PayPal,Completed,2022-05-08 00:00:00,8.1,20.72,0.9595,PayPal
PAY_D61D6E88,USR_C5CF7BC0,Withdrawal,3089.52,CAD,1882.74,Neteller,Failed,2020-10-06 00:00:00,10.5,10.14,1.4277,Bank
PAY_663B0B11,USR_61E74EEA,Deposit,6402.93,JPY,5815.32,Skrill,Pending,2024-11-18 00:00:00,26.6,14.29,0.854,Bank
PAY_2B50287A,USR_4D9FF279,Deposit,7036.88,AUD,5180.09,Neteller,Completed,2024-10-30 00:00:00,16.7,19.28,0.8083,Bank
PAY_9637A21C,USR_3A31ACD1,Withdrawal,5239.37,CAD,7968.75,Credit Card,Cancelled,2021-01-02 00:00:00,42.2,16.11,0.815,Crypto
PAY_3AD7D842,USR_013CD381,Withdrawal,8834.12,JPY,6958.65,Neteller,Pending,2023-02-09 00:00:00,53.5,17.75,0.886,Bank
PAY_D9A8C3B4,USR_0F871772,Deposit,7818.6,EUR,9811.58,Wire Transfer,Cancelled,2023-08-07 00:00:00,30.5,15.76,1.1199,Stripe
PAY_224159F3,USR_DA0C3AB5,Deposit,5519.45,GBP,553.14,Credit Card,Cancelled,2024-09-09 00:00:00,38.1,18.0,1.3449,Stripe
PAY_DE18C180,USR_FC069E7C,Withdrawal,9531.09,AUD,8660.04,Skrill,Failed,2023-07-04 00:00:00,32.5,1.61,0.92,PayPal
PAY_40A9093D,USR_B8630B82,Withdrawal,8873.08,USD,2708.95,Skrill,Pending,2023-12-14 00:00:00,24.4,11.87,0.8461,Crypto
PAY_EEB11E49,USR_3D556C65,Withdrawal,2822.64,AUD,788.66,Wire Transfer,Completed,2021-01-01 00:00:00,38.3,18.9,1.4429,PayPal
PAY_42ABEBD7,USR_98C0495D,Deposit,4953.89,GBP,7092.42,Credit Card,Pending,2020-02-21 00:00:00,31.4,39.47,0.844,Bank
PAY_62C4D577,USR_B0F9CE6B,Deposit,5045.84,USD,4404.61,Neteller,Completed,2020-05-18 00:00:00,35.7,42.22,1.0239,Crypto
PAY_EF3FC8FC,USR_72B52623,Withdrawal,7174.7,AUD,7801.11,Wire Transfer,Cancelled,2020-11-24 00:00:00,17.2,37.49,1.098,Stripe
PAY_720AD230,USR_9BB7F79F,Withdrawal,1852.27,EUR,9850.33,Credit Card,Pending,2024-07-19 00:00:00,21.5,34.1,1.4778,PayPal
PAY_90A7DCEB,USR_5EC4F7DE,Deposit,3870.17,AUD,7331.92,PayPal,Cancelled,2022-06-02 00:00:00,26.6,48.93,1.0969,Crypto
PAY_34037751,USR_CD960765,Withdrawal,9700.48,USD,1069.29,Credit Card,Completed,2021-04-15 00:00:00,46.3,47.07,0.9366,Stripe
PAY_7D11B74C,USR_89AA1F88,Deposit,5977.14,EUR,5762.0,Skrill,Completed,2023-03-08 00:00:00,39.8,46.36,1.1898,PayPal
PAY_95487633,USR_05E2B11A,Withdrawal,5572.03,JPY,5991.1,Wire Transfer,Pending,2020-09-17 00:00:00,1.2,7.22,1.227,Crypto
PAY_F890B925,USR_23704741,Deposit,2088.34,GBP,1058.13,Credit Card,Pending,2024-05-19 00:00:00,17.6,34.66,0.8793,Stripe
PAY_8FC92CEE,USR_643AD003,Deposit,6440.94,EUR,2245.33,Neteller,Completed,2021-01-06 00:00:00,2.9,39.09,1.2997,Stripe
