copy_id,follower_user_id,trader_user_id,start_date,end_date,copy_percentage,max_copy_amount,total_copied_trades,total_pnl_usd,is_active,stop_loss_enabled,take_profit_enabled
CPY_BAA7A131,USR_8E04CFA0,USR_E16189A9,2020-02-18,,75,1789.89,166,1250.16,True,True,False
CPY_7C295253,USR_A0AB3167,USR_8CE388DD,2021-01-19,,50,1285.98,182,-731.14,False,True,True
CPY_8458B246,USR_C32F0D73,USR_6819C164,2022-03-25,2022-08-04,20,1749.87,13,-920.53,False,True,False
CPY_DF5258B0,USR_52716238,USR_B1C7C555,2020-03-12,,25,2708.94,146,-469.13,False,False,True
CPY_FED0BC41,USR_A0D17229,USR_1F76E0A8,2021-10-10,,20,1796.52,87,-554.11,False,False,True
CPY_081EB20E,USR_AD58AF35,USR_634E7362,2022-04-17,,10,4217.01,46,17.82,False,False,True
CPY_7743F483,USR_F130340C,USR_6E7E290F,2022-08-04,2023-06-22,20,2860.15,63,60.54,False,True,True
CPY_38E11CAF,USR_5B4F1C84,USR_800156D8,2023-02-22,,50,4289.67,77,-785.5,True,True,True
CPY_6ABC4F85,USR_78A9A2E5,USR_4055A6EA,2023-11-09,,75,2028.54,55,1677.89,True,True,False
CPY_574D49AE,USR_41BFE5C1,USR_7E6E291F,2020-07-12,,50,2149.81,152,-519.75,False,True,True
CPY_A3499268,USR_7F7FF953,USR_B4122635,2023-03-03,,10,3647.78,172,1860.03,False,True,True
CPY_781E6C98,USR_AA046B26,USR_BF812DE8,2022-07-18,,10,856.84,160,1425.52,True,False,True
CPY_FAF1C200,USR_5764B370,USR_7A40D7CA,2022-05-03,,100,737.05,187,-791.51,False,False,False
CPY_6DDA9C30,USR_642039A0,USR_0E299B91,2022-08-11,,25,540.65,44,459.3,True,False,True
CPY_6D7449CF,USR_38F3F1F3,USR_B108EEEF,2023-04-16,2024-04-29,50,4299.46,61,778.75,True,False,False
CPY_753C09F3,USR_7F491144,USR_C434C2DA,2020-01-27,,25,4700.96,200,39.37,True,True,True
CPY_BE03B3D6,USR_87D9CCCC,USR_640C241B,2021-07-28,,25,4682.11,176,-819.86,True,True,True
CPY_A9F54BA3,USR_257F88BE,USR_CD1E02B1,2023-04-28,,75,449.44,112,-689.37,False,False,True
CPY_0FFF1E41,USR_A4DB39EB,USR_EDAC86A0,2023-07-08,,50,3185.6,131,1978.91,True,True,False
CPY_3B77AA0A,USR_1E0074D1,USR_C80FC1B3,2022-10-04,,10,1828.06,123,-224.4,False,False,False
CPY_96C87C83,USR_0EC76A42,USR_8BD95EBE,2021-04-05,,25,2403.74,159,1988.3,True,False,False
CPY_797ED4F7,USR_E17B0F75,USR_196FC0F3,2023-09-03,,50,1258.18,11,613.56,True,False,True
CPY_B0EC6692,USR_7FEDA27B,USR_4197E1F0,2020-09-29,,50,2835.12,166,1453.54,True,False,False
CPY_3D58A85B,USR_167514C9,USR_A410DA9C,2020-04-02,2021-09-29,50,1752.8,60,688.25,False,False,False
CPY_EB2DDB2C,USR_E11D00F7,USR_0C1C20D6,2024-01-08,,75,4537.83,48,-567.82,False,True,False
CPY_308A5E29,USR_FFFF8127,USR_4AF04900,2021-04-21,,20,2353.35,14,698.62,False,True,True
CPY_57D9EEA2,USR_2272476B,USR_8CE388DD,2023-07-13,,20,1425.69,41,-128.49,False,True,True
CPY_162EAB91,USR_0E537B1A,USR_39B7840E,2022-08-06,2023-07-24,25,535.64,158,-53.81,False,True,True
CPY_D2CD6E80,USR_E4109C21,USR_B1A7D4D3,2022-07-02,,75,2237.4,121,523.8,True,True,False
CPY_DE100FC4,USR_F909BDE5,USR_072199A8,2022-03-24,,100,3494.77,33,-907.73,True,True,True
CPY_5FD99CD2,USR_4AEF7EB0,USR_B62A49D1,2023-09-21,2025-04-11,50,1173.85,17,-275.22,True,True,True
CPY_769CF2C3,USR_9F9C9A6B,USR_4AF04900,2021-06-23,,75,3380.77,141,1509.59,True,True,True
CPY_961E77A5,USR_D1797A89,USR_0F9AD2D0,2021-10-28,2023-02-28,75,445.19,103,1491.34,True,True,False
CPY_4F66D01A,USR_DCC91792,USR_6E209C98,2023-12-05,,75,522.01,126,-198.24,True,True,False
CPY_2217CA41,USR_1E758AE3,USR_DEC26FB3,2020-09-30,2021-12-03,20,4310.95,156,21.49,False,False,False
CPY_F9E0CDBC,USR_3B0BC610,USR_634E7362,2020-07-04,2020-08-03,50,447.3,199,325.84,False,False,True
CPY_569A1876,USR_C93F29BD,USR_DD744F7E,2022-05-20,,10,2169.21,188,-755.88,False,False,False
CPY_C21A0DCC,USR_6EA1B2C8,USR_A03964FF,2021-08-21,2023-03-21,25,430.73,144,-111.43,False,True,True
CPY_DCC9E6BB,USR_5C959754,USR_EAE046A0,2020-01-13,,25,4625.41,149,-232.3,False,True,False
CPY_3059E062,USR_F58B23BB,USR_0FDBB3C3,2022-10-28,,100,2764.24,83,1518.32,False,False,True
CPY_F4F681D5,USR_3F743279,USR_5992BFFF,2022-07-14,,25,4995.93,49,-957.25,True,False,True
CPY_F33D314C,USR_1F403047,USR_48EA09EB,2023-09-01,,50,438.36,184,848.88,True,False,False
CPY_ACE18C65,USR_6E547451,USR_5A2BFABA,2021-05-17,,50,4279.22,187,1103.04,True,True,False
CPY_3D226CA9,USR_C2FF6A4C,USR_3581D95E,2020-11-29,,20,1125.09,50,-234.53,True,False,True
CPY_AB5802E5,USR_158FE02B,USR_4B4A99FA,2023-02-24,,25,1044.43,196,146.02,True,False,True
CPY_60F3788D,USR_0D1364B2,USR_7E6E291F,2021-10-18,2022-08-24,50,1116.3,111,1446.7,False,True,True
CPY_30A3B9FF,USR_C9A38557,USR_B056C5BA,2023-04-08,2023-09-19,50,4981.1,83,1737.55,True,True,True
CPY_7FF9594B,USR_CB397232,USR_1BBD3D9D,2021-06-14,,50,2863.38,22,1460.69,True,False,True
CPY_3448D0CE,USR_584EFE34,USR_082CC899,2022-10-05,,25,3691.61,36,-279.9,True,False,False
CPY_B461F8A8,USR_67897835,USR_A72C986D,2023-02-01,,50,4454.95,77,-656.76,True,False,True
CPY_70B02C49,USR_19ED913B,USR_C19ECDD9,2023-04-13,2024-08-03,25,2282.35,16,-610.51,False,False,True
CPY_9C1DFD55,USR_1BE92CAD,USR_A0A55EC2,2023-09-27,,10,4042.53,37,-306.71,False,True,True
CPY_1E916669,USR_A5D6CB72,USR_FF1B0FBD,2023-09-21,,50,1846.61,144,-291.56,False,False,False
CPY_A74CDFAA,USR_11431A1F,USR_ACBE2A8F,2021-07-20,,100,1391.89,129,1151.23,False,False,False
CPY_F585F8C4,USR_89E8F9A3,USR_17931FA3,2021-06-13,,100,4892.54,94,1232.19,False,False,True
CPY_B5F6EE9D,USR_DF2D4ECD,USR_2A831512,2022-06-13,,25,3045.48,115,204.37,True,True,False
CPY_261C1F67,USR_6C4FEFDF,USR_41D9EC98,2022-11-09,2024-04-22,10,2344.64,69,19.2,False,True,True
CPY_F3B0E7DE,USR_6D187AD1,USR_A3E86A4B,2023-07-10,2024-12-14,100,2372.07,97,-516.39,True,False,True
CPY_89673D29,USR_B8A7AAFF,USR_4197E1F0,2023-09-14,2023-12-16,25,1307.73,141,115.79,True,False,False
CPY_E4929960,USR_2D9A1895,USR_5614BC60,2020-02-05,2021-07-28,25,2986.18,79,339.35,True,False,False
CPY_275986AA,USR_403C837B,USR_C19ECDD9,2023-11-27,2025-04-08,75,1746.1,142,1912.71,False,True,True
CPY_4ED02D64,USR_C2F87750,USR_C64C206E,2021-12-25,,50,3900.47,139,-97.5,False,True,True
CPY_ED8B8797,USR_19EB058E,USR_F422C881,2022-05-23,2022-09-11,50,1374.23,176,710.57,True,True,True
CPY_573ACE41,USR_E9E68B6D,USR_A02A1472,2023-08-01,,100,2255.96,68,-213.76,True,True,True
CPY_26595CA6,USR_3C7A8D05,USR_15A901A3,2021-09-05,,100,2361.11,53,673.54,False,True,False
CPY_57FDC17D,USR_FD887D29,USR_E1A6C5CA,2023-12-29,,100,3012.58,97,1387.37,True,True,True
CPY_6528B3FF,USR_265BA3D8,USR_E3ABDC9E,2021-02-11,2022-02-14,25,3084.52,57,730.27,True,True,True
CPY_9A880EFB,USR_19D61020,USR_93803403,2020-07-21,,10,3628.77,12,725.99,False,True,True
CPY_8A8AE437,USR_9BAAB518,USR_17326A7A,2020-11-24,,50,3383.25,49,-365.32,True,True,True
CPY_8BA7DE2B,USR_FA65AC5C,USR_BC9A645A,2023-04-05,2023-09-20,100,3835.12,75,1703.24,True,False,True
CPY_8C71F8A9,USR_0C333F05,USR_A29BCE56,2020-09-07,,50,4796.85,82,1203.4,False,False,True
CPY_5FB6A1ED,USR_175AA7CA,USR_93803403,2020-04-20,,25,4728.53,148,-716.52,True,False,True
CPY_C9AF074D,USR_FC16742B,USR_D637C7B3,2023-04-17,,75,4534.4,100,-233.24,False,False,False
CPY_C1CC0453,USR_BBBE1F40,USR_5992BFFF,2020-01-01,2020-08-14,20,3552.31,62,943.46,False,False,False
CPY_C85627CD,USR_5F794BB2,USR_AFF2D45C,2021-10-26,2022-09-06,10,437.37,144,1810.6,True,False,True
CPY_8D6D0935,USR_A3EC234F,USR_EFDFAA86,2023-05-08,2023-08-04,75,4474.47,159,863.0,True,True,True
CPY_7D3C9E56,USR_072199A8,USR_0F68A31D,2022-10-10,,25,1654.36,26,937.16,True,True,True
CPY_9A2F0B1D,USR_4982DEF2,USR_A082AAB0,2023-08-06,,10,1813.63,37,-839.98,False,True,False
CPY_F357495D,USR_031E9368,USR_D99CEDDA,2022-12-17,,20,4656.37,140,422.14,True,False,True
CPY_F8E89D1C,USR_8EA110C4,USR_2A5F9C6A,2022-08-31,,100,1246.39,169,-361.56,False,True,True
CPY_421897B3,USR_8E6A7961,USR_E3E9A6B8,2023-12-09,,100,1686.45,107,-856.4,False,False,False
CPY_53E40060,USR_5C3F5C72,USR_F35546DB,2020-05-10,2020-06-18,25,599.4,32,169.62,False,True,True
CPY_C8701F04,USR_1E005DFC,USR_1F76E0A8,2021-06-27,,20,392.62,18,1112.66,False,False,False
CPY_76027395,USR_AD82E3AD,USR_E2DBF3D0,2022-10-17,,20,1851.33,96,1252.31,True,False,False
CPY_994ECD66,USR_435067E6,USR_E8C8222C,2021-11-15,2023-06-21,50,2418.21,135,-759.71,True,False,False
CPY_1387D5DB,USR_D75DF298,USR_A7E8BA79,2022-08-21,2024-04-08,10,3450.87,22,1535.74,False,True,True
CPY_F0EA5C52,USR_7787991B,USR_A450C5E0,2021-01-06,,20,595.73,135,-874.34,False,False,True
CPY_1125F4B7,USR_6AB84EF3,USR_602B92D7,2022-11-19,,25,2375.37,156,1712.22,True,False,True
CPY_A6FEBEB8,USR_5EC4F7DE,USR_771FDB88,2020-05-07,,50,2371.44,10,1907.04,False,False,False
CPY_8339C458,USR_15CFE5EC,USR_F4AB8D5F,2023-04-08,,100,3426.54,134,994.47,False,False,True
CPY_CB4CC99C,USR_4F99529E,USR_2B2900ED,2022-08-02,,25,2202.13,176,-218.92,True,False,True
CPY_955A5626,USR_CF42F5D3,USR_640C241B,2021-02-22,,75,1130.89,55,901.89,True,True,False
CPY_9157CF5F,USR_4FAEDE90,USR_BFE1A662,2020-08-02,2020-11-14,75,4972.24,40,1612.98,False,True,True
CPY_01A05C2E,USR_0E537B1A,USR_8716D5A5,2020-12-03,,10,689.93,46,621.22,False,False,False
CPY_AAF82620,USR_9E7D4C9B,USR_F484DC76,2020-10-24,,10,3995.16,67,491.93,True,False,False
CPY_B8CBE91A,USR_BC43126C,USR_FBCE6A13,2020-03-12,,75,2501.48,129,1976.11,True,False,False
CPY_75CC8947,USR_DEDE8D38,USR_6934D933,2022-11-10,2024-01-24,75,110.67,125,-353.85,False,False,True
CPY_E98D880A,USR_5A2BFABA,USR_CD637932,2021-05-27,,10,2134.31,94,-761.28,True,False,False
CPY_DAD40CF9,USR_42C33159,USR_ACBE2A8F,2022-04-02,,20,2760.52,59,1478.09,True,True,False
CPY_CC35B6DF,USR_646FFE6B,USR_FD9B8D0D,2022-09-19,2022-11-30,75,2758.09,43,710.65,True,False,False
CPY_013273E2,USR_EF7EED06,USR_E8446A94,2022-06-11,,20,2023.4,193,1055.89,True,False,True
CPY_6429524B,USR_1FB97B18,USR_9E30E808,2022-09-11,,10,885.65,25,-430.81,True,False,False
CPY_A0195790,USR_8716D5A5,USR_646FFE6B,2023-06-18,2023-10-03,10,812.64,49,-212.3,False,True,False
CPY_26D05F8B,USR_E5126A86,USR_A31FFCC1,2021-11-16,,10,4055.55,164,-874.03,True,False,True
CPY_A3B9D2AD,USR_9D55378A,USR_E9E4C297,2020-05-25,,50,1074.47,53,468.46,False,True,True
CPY_3F946681,USR_610AD502,USR_E24589D4,2021-07-30,2022-12-15,10,2275.32,190,1250.7,False,True,True
CPY_05FAA80F,USR_F6ED52C2,USR_3AFF30E5,2021-06-24,2022-03-25,10,4729.22,161,170.51,False,False,False
CPY_D96C583F,USR_8A37B03D,USR_5A2BFABA,2020-05-13,2020-10-25,50,3763.65,13,24.41,True,True,False
CPY_12C0F065,USR_C8C24C5A,USR_8A254D8F,2020-08-18,,10,1585.61,38,-204.9,False,False,False
CPY_B306C4D5,USR_A84D7F41,USR_91DAA196,2020-09-23,,50,608.46,54,1432.46,True,False,True
CPY_80CDDDFB,USR_07A7E1A1,USR_12580062,2021-04-18,,50,3761.79,78,-245.11,False,False,False
CPY_E25C1A0C,USR_7530CFFE,USR_7B5EAEC0,2020-11-16,,100,4828.55,27,1540.98,True,True,True
CPY_3714D130,USR_9DDEEF00,USR_183888E2,2020-04-14,,75,1603.96,59,-163.54,False,True,True
CPY_6E5E702C,USR_8B02CC3D,USR_CD3B4F70,2020-10-24,2021-08-13,20,2379.94,104,-110.37,False,True,False
CPY_DEA7DEA7,USR_942C0585,USR_52CA4E6D,2020-02-06,,20,4518.82,147,73.62,True,True,True
CPY_A30BBB5A,USR_8DB8EC44,USR_763A184D,2021-01-02,2021-12-29,50,4297.25,137,-569.6,False,True,False
CPY_E7A29C0E,USR_AF790E2F,USR_C19ECDD9,2021-06-12,2022-11-12,10,2642.91,120,548.1,False,True,False
CPY_E7D055EE,USR_9F9C9A6B,USR_E5089B28,2020-02-24,,20,4253.92,123,1951.31,False,True,False
CPY_A1E77774,USR_59331CB8,USR_B056C5BA,2023-09-08,,100,4864.95,37,-633.08,False,True,True
CPY_C0C127DA,USR_2DBC2F34,USR_0BA080B9,2023-01-09,,100,4051.01,103,1535.66,True,False,False
CPY_2969117C,USR_3D215206,USR_D3312339,2023-08-30,2023-11-11,25,796.15,55,349.28,True,False,True
CPY_C90B3601,USR_6C6DB7DE,USR_A675ABB4,2020-09-09,,20,4634.08,37,807.52,False,False,True
CPY_00BB336B,USR_063F70B8,USR_7EDEAB89,2024-02-04,,50,386.03,17,727.96,False,True,True
CPY_660FAC7A,USR_8BD95EBE,USR_2A1A114A,2021-07-10,,75,4271.31,91,-593.07,True,False,False
CPY_17CFACED,USR_DAB1DE56,USR_DBFD32EE,2021-05-22,,50,2344.01,186,1200.63,True,False,False
CPY_EB830ED4,USR_08D4566C,USR_3A10071D,2023-06-27,2023-09-20,25,298.98,18,510.81,False,True,False
CPY_9FEFD579,USR_BE5FDEC2,USR_7E6E291F,2020-11-06,2021-04-03,20,2929.58,143,1337.33,True,False,True
CPY_7F415E15,USR_9EF216B2,USR_5614BC60,2022-06-28,,25,1904.75,104,-302.91,True,True,True
CPY_A7CD012B,USR_ACA1E417,USR_A0A55EC2,2020-08-27,2021-07-13,50,1253.34,30,-962.01,False,False,False
CPY_8773BD36,USR_D370BB33,USR_FD3F5766,2023-01-22,,50,3234.53,116,140.3,True,True,False
CPY_AB1E45CE,USR_7954FE27,USR_FD3F5766,2021-12-30,2023-08-01,10,2155.9,73,-301.59,True,True,False
CPY_31F1E4DF,USR_B2E90961,USR_84FC0B67,2020-07-08,2022-01-28,20,3447.81,58,300.48,False,False,False
CPY_3547E5E8,USR_CD10ABFC,USR_C4F7F6F0,2024-01-28,2025-02-07,100,2285.05,22,95.2,True,False,True
CPY_82699BD7,USR_B2E00FD7,USR_05705BDC,2022-03-30,,50,1570.49,89,1910.15,True,True,True
CPY_DA4B0E0B,USR_81AD9D41,USR_B62A9B9F,2021-06-19,,100,4171.43,170,1978.38,True,False,True
CPY_37FCC594,USR_39D2BE6A,USR_9B82D5D0,2021-02-15,,100,3658.51,74,358.46,True,False,True
CPY_9B7E1CA5,USR_15B50F69,USR_E26957CB,2022-05-04,,75,2581.37,47,-996.2,True,True,False
CPY_9988DE50,USR_0906B697,USR_F476C456,2023-02-11,,10,4467.55,26,950.28,False,True,True
CPY_1F551A5C,USR_7CBA0443,USR_ABFAF99B,2023-01-31,,10,2025.73,188,963.23,False,False,False
CPY_4C9BD2FA,USR_AD96DB28,USR_5614BC60,2020-05-03,2021-06-14,75,3642.98,112,845.34,True,True,True
CPY_CC05C0ED,USR_58187B1D,USR_75CE8A41,2021-01-05,,100,902.6,199,-333.67,False,True,False
CPY_8532C887,USR_E5267034,USR_6934D933,2020-04-13,,75,2628.0,181,-980.44,True,True,False
CPY_9ED2D73B,USR_86AEDBFF,USR_9BB764AB,2020-09-26,,20,4952.03,86,381.03,False,True,True
CPY_960C5F84,USR_28E1E4FA,USR_A948B17E,2020-08-15,,20,1225.48,188,1887.84,True,False,False
CPY_4FC6D82C,USR_A94EB35D,USR_A68D1029,2020-08-13,2021-04-22,20,3705.43,71,-578.2,True,False,True
CPY_E951E266,USR_A85767B3,USR_0DC3F50D,2021-08-30,,25,4912.93,200,889.03,False,False,True
CPY_B417ECC3,USR_3E67F277,USR_D83EE0CF,2020-05-20,,25,1013.13,5,-559.33,False,False,True
CPY_972AD401,USR_3CC9D0B5,USR_C0B877F1,2021-03-03,2022-04-12,50,2383.9,124,-200.68,False,False,True
CPY_FB032EB2,USR_24D1C7D1,USR_F484DC76,2020-11-02,2021-12-14,100,1018.43,66,-625.97,True,False,True
CPY_3C387797,USR_9A59B7BA,USR_679866B9,2021-06-26,2021-10-09,25,2193.83,127,-81.26,True,True,True
CPY_A6BCD9BC,USR_CA57FBE5,USR_10BEF865,2020-10-01,,100,237.4,118,258.07,True,False,False
CPY_45BA06CE,USR_4EBD83FF,USR_D4679364,2020-04-22,,25,4886.94,76,-260.76,False,False,True
CPY_A164EFD0,USR_7B139ACC,USR_D1BB4554,2022-03-27,,100,2817.9,58,-749.8,True,True,False
CPY_D07A5D98,USR_D08EBDD9,USR_C19ECDD9,2021-07-01,,100,1535.86,195,307.92,True,False,False
CPY_B7F04347,USR_6950A98F,USR_66A992F5,2021-11-26,,75,3467.22,49,1677.54,False,False,True
CPY_78064699,USR_37D853F5,USR_CB15BCD1,2023-10-09,,75,2812.07,143,1637.8,False,False,True
CPY_C4D689F9,USR_EF9429BB,USR_43E9CFD8,2021-11-13,2022-12-21,100,1631.43,183,-789.87,False,True,False
CPY_3383F711,USR_B340D97C,USR_CAB209DA,2022-11-22,2023-09-01,10,637.65,114,-808.5,False,False,True
CPY_21EE2A22,USR_EE2B515A,USR_7B5EAEC0,2023-05-05,,75,2594.51,30,1307.47,True,True,True
CPY_266A95B0,USR_F02D416D,USR_F864B0DB,2023-01-21,,75,3160.56,183,-49.12,True,True,True
CPY_4ED3306B,USR_225A038F,USR_DD744F7E,2023-02-13,,50,1188.65,125,367.24,True,True,False
CPY_BF5EDECA,USR_E699A178,USR_C00A73C1,2020-11-09,,50,3047.49,139,1586.14,False,False,False
CPY_83933043,USR_74C96B48,USR_FF1B0FBD,2023-02-13,2023-07-15,100,1745.74,76,880.39,True,False,True
CPY_631F9117,USR_C1158A41,USR_C371D1BB,2020-05-07,,75,4152.75,26,-6.01,False,True,False
CPY_8B151969,USR_CB21C0CE,USR_319CED27,2023-11-18,2025-02-05,25,3062.82,178,1544.53,False,False,True
CPY_54A67963,USR_E141EDC3,USR_78AFA051,2020-05-20,2021-01-16,20,4538.56,125,-170.14,True,False,True
CPY_EB5D744C,USR_7C167005,USR_B1C7C555,2022-06-21,2023-07-01,20,1245.29,138,1868.23,True,False,False
CPY_E07EE9AF,USR_52E909CB,USR_8CE5D235,2022-02-22,,25,1507.89,66,-262.21,True,False,False
CPY_81D03857,USR_B82FF405,USR_28251AC6,2023-09-14,,10,2618.02,75,-581.13,True,False,False
CPY_2E9E3882,USR_196FC0F3,USR_7FFA1A9E,2020-03-31,,75,3067.65,190,-495.61,False,False,False
CPY_658B4035,USR_0023E345,USR_0764A753,2023-07-31,2024-06-23,25,827.63,182,1148.01,True,True,True
CPY_C96AA0D3,USR_2A1A9621,USR_8BD95EBE,2020-04-28,2020-07-02,10,1394.87,132,1819.38,False,False,True
CPY_1C569C2C,USR_E61F84A3,USR_AB1E2732,2023-10-05,2024-02-21,100,1846.08,108,-318.08,False,False,False
CPY_808A6ACF,USR_6FB82674,USR_1049CEC5,2020-11-24,2021-11-12,25,3819.42,199,-173.59,True,False,True
CPY_3ACCD174,USR_E742E569,USR_91DAA196,2022-03-18,,50,2861.9,38,-898.72,False,True,True
CPY_C72321F8,USR_A214B9AF,USR_3DDE5DF0,2020-07-18,,75,1561.19,137,-337.85,False,False,False
CPY_9617E2E1,USR_A521D51A,USR_D4679364,2020-10-18,,10,2135.34,169,-671.7,False,False,False
CPY_E21F2037,USR_1E7616F5,USR_34093EFB,2020-08-28,,50,902.53,109,697.28,False,False,True
CPY_B778C4FD,USR_7EBC927F,USR_DD744F7E,2023-05-15,,75,929.13,150,1952.6,False,True,False
CPY_0ADCE01B,USR_6D71F631,USR_CE4B5643,2023-06-19,2023-09-30,25,4255.15,44,1466.79,False,True,True
CPY_269F82DF,USR_5D1CD566,USR_516F738E,2023-03-03,2024-09-04,25,2443.22,152,54.95,True,False,False
CPY_6F0D2709,USR_ACC7BC84,USR_51D1FEF3,2021-07-15,2022-02-17,50,1971.04,15,458.8,False,False,False
CPY_53219359,USR_E1BC2F29,USR_DE7E1C04,2023-07-17,,50,2252.27,194,208.55,True,False,True
CPY_038BFCC7,USR_2A95B679,USR_299FC851,2020-09-17,,10,3157.74,137,-140.61,True,False,True
CPY_3BA71A2C,USR_060B3DFA,USR_6997E89E,2023-02-16,,20,3649.19,178,759.51,True,False,False
CPY_96A0F604,USR_9BB84CDE,USR_A521D51A,2021-02-20,,10,4038.64,108,1280.47,True,False,True
CPY_3370896C,USR_2E1F66DC,USR_A707C923,2022-12-18,,25,4319.77,136,1252.0,False,False,True
CPY_1FA2630D,USR_1B5D313F,USR_783417DB,2020-12-24,2022-02-04,25,1427.08,69,-364.35,True,False,True
CPY_9E4F302B,USR_EE65C4A7,USR_06083FAA,2021-01-12,,50,4989.54,181,-130.77,True,True,False
CPY_035D298C,USR_1D81057D,USR_16EE9FA8,2021-01-04,,25,2216.87,79,1441.88,False,True,False
CPY_4BDF6219,USR_CA23B641,USR_ACABAA86,2023-06-24,,10,487.79,57,1886.3,True,True,True
CPY_EF02F8B2,USR_B16F9AFA,USR_624A69DF,2021-06-13,,20,1331.44,144,516.41,False,True,True
CPY_0478F621,USR_BF07435B,USR_469B70E5,2020-09-06,,10,1266.82,158,1130.52,True,False,True
CPY_EC71F737,USR_25375346,USR_B7EC142A,2022-11-04,,75,3804.48,140,-718.37,False,True,True
CPY_3BA36C53,USR_6CF234B3,USR_76A68AFC,2020-05-20,,10,2282.78,112,1458.92,False,True,True
CPY_1660BF23,USR_77AB30E2,USR_657E7AA7,2021-10-29,,25,434.92,195,-62.35,True,True,False
CPY_2D08726E,USR_31F392E6,USR_CFEFF11F,2020-02-16,,75,3822.16,152,-168.11,False,True,False
CPY_EEFB2B7A,USR_84C59B79,USR_4055A6EA,2021-01-03,,25,2481.99,47,-512.72,True,False,True
CPY_7E73D398,USR_AA7CCCBB,USR_0E299B91,2022-08-07,,100,4328.2,59,357.47,True,False,True
CPY_1AED7015,USR_2C893D8C,USR_6CE41EE0,2020-03-14,2020-11-28,25,3111.42,149,1023.37,False,False,False
CPY_DFCDEEB5,USR_DDAB4838,USR_09FBA0E2,2020-11-21,,100,3338.79,57,1256.51,False,False,False
CPY_DD8337F3,USR_D3C9D0C7,USR_1C34D457,2020-09-17,2021-02-16,100,2868.77,106,971.17,True,True,False
CPY_B1C7C05B,USR_E5D8656D,USR_901ED5A1,2020-04-17,,100,107.31,108,-740.72,True,True,False
CPY_E74C2955,USR_38A2FC15,USR_4A626D1D,2023-10-16,,10,2143.72,54,1576.88,True,True,True
CPY_D424423F,USR_84BE920C,USR_F864B0DB,2020-04-01,2020-05-31,50,591.58,194,1965.25,True,True,False
CPY_DF8F6A3C,USR_1879B755,USR_CAB209DA,2020-09-20,2021-06-20,100,538.56,166,1765.6,False,True,True
CPY_1F5FCB3C,USR_05DE44C1,USR_CD1E02B1,2022-02-01,,20,1136.29,79,926.9,True,False,True
CPY_3EBB4FAB,USR_1B90AE4D,USR_05DCF78C,2021-02-16,,20,2187.13,159,-679.98,True,True,False
CPY_62F56AAE,USR_2E38C4D9,USR_1BBD3D9D,2021-05-20,,75,2994.96,107,-554.31,True,True,True
CPY_997F4FD0,USR_8B39F98B,USR_657E7AA7,2022-08-17,,75,4034.63,196,1041.71,False,True,False
CPY_C6F0F9BB,USR_E3A5DC16,USR_39B7840E,2021-05-28,,50,4942.85,173,1445.4,True,True,False
CPY_2B06D6D8,USR_49A77848,USR_A7E8BA79,2021-10-27,,100,599.13,145,1147.21,True,False,False
CPY_891D5FEB,USR_C40FDF52,USR_BDBE8A2D,2020-05-26,2021-07-18,10,2628.04,144,-785.08,False,False,False
CPY_71701DED,USR_560269CB,USR_C747AC8B,2022-12-23,,10,156.61,107,1617.42,True,False,True
CPY_874F43F6,USR_8D3F616C,USR_DF7DD1C9,2021-06-23,2022-02-06,10,2360.57,152,-918.6,True,True,False
CPY_FF8B8851,USR_FAD9A0EF,USR_7F6E7DFB,2022-04-16,,100,3574.27,100,1036.54,False,True,True
CPY_F24B60F1,USR_86641494,USR_FF1B0FBD,2023-08-07,,75,4337.84,148,-431.32,False,True,False
CPY_E67DD064,USR_405C5E1A,USR_640C241B,2020-08-24,2022-01-22,100,1310.14,87,122.6,True,False,True
CPY_3E905844,USR_B7749BC4,USR_41D9EC98,2023-12-20,,50,4514.02,155,-805.1,False,False,False
CPY_2E9D53DF,USR_1296EC41,USR_C9A00F10,2021-10-02,,10,3848.57,81,1141.99,True,False,False
CPY_AFC10633,USR_B5092BA2,USR_A02A1472,2020-04-16,,100,4676.76,190,1792.36,False,False,True
CPY_E503E8C2,USR_1BCA480F,USR_A214B9AF,2021-07-13,,75,2886.94,161,38.59,False,True,True
CPY_9CA02BB0,USR_3835BF90,USR_A48D8CBF,2022-10-20,2023-12-25,20,137.16,188,669.62,True,False,False
CPY_B42A2447,USR_E5A933BC,USR_DBFD32EE,2021-08-18,,20,1745.7,142,-2.84,False,True,False
CPY_25C510DB,USR_91265223,USR_BCDA0E3D,2020-07-21,,25,3109.0,136,1544.47,True,True,False
CPY_C4825FC9,USR_2C72A040,USR_BA6F78ED,2022-10-30,,75,2201.72,140,240.69,True,True,False
CPY_E24B09F7,USR_AC846DDD,USR_F6D919E6,2023-03-10,,20,975.86,51,-782.75,True,True,True
CPY_926693BA,USR_BDF26A50,USR_763A184D,2021-05-27,,20,4902.03,31,-414.13,True,True,True
CPY_2E804F4D,USR_966A803D,USR_C83554CF,2023-03-03,,25,1017.81,67,-829.88,True,False,True
CPY_2DF3AECF,USR_9EBE73FC,USR_8549059C,2022-06-01,,100,4659.47,113,-609.76,True,False,False
CPY_D9D81488,USR_B6D6B9CC,USR_F9CAB35C,2020-01-13,,10,1729.47,118,121.06,True,False,False
CPY_BDDC0388,USR_2B8E50ED,USR_2A831512,2021-02-05,,20,3535.64,92,1713.8,True,True,True
